Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,2,135072,5402.88,135180,5407.2,Player18,Player25,0.37,0.83,0.68,0.57
Away,PASS,,2,135206,5408.24,135238,5409.52,Player25,Player16,0.66,0.54,0.56,0.36
Away,PASS,,2,135347,5413.88,135396,5415.84,Player16,Player15,0.48,0.22,0.3,0.04
Away,BALL LOST,INTERCEPTION,2,135439,5417.56,135460,5418.4,Player15,,0.24,0.04,0.11,0.26
Away,PASS,HEAD,2,135519,5420.76,135587,5423.48,Player20,Player16,0.28,0.23,0.41,0.27
Away,PASS,,2,135616,5424.64,135639,5425.56,Player16,Player21,0.41,0.3,0.35,0.38
Away,PASS,,2,135693,5427.72,135735,5429.4,Player21,Player17,0.35,0.38,0.41,0.58
Away,PASS,,2,135735,5429.4,135769,5430.76,Player17,Player18,0.41,0.58,0.37,0.72
Away,PASS,,2,135795,5431.8,135819,5432.76,Player18,Player19,0.36,0.73,0.28,0.94
Away,PASS,,2,135876,5435.04,135894,5435.76,Player19,Player21,0.33,0.87,0.29,0.75
Away,PASS,,2,135929,5437.16,135985,5439.4,Player21,Player23,0.3,0.77,0.13,0.88
Away,PASS,CROSS,2,136020,5440.8,136060,5442.4,Player23,Player 26,0.1,0.83,0.05,0.46
Away,PASS,,2,140010,5600.4,140058,5602.32,Player25,Player21,0.87,0.5,0.64,0.8
Away,BALL LOST,INTERCEPTION,2,140122,5604.88,140183,5607.32,Player21,,0.54,0.77,0.29,0.24
